// HASH_VALUE 4E6651617D57DB99
// INDEX 0
abandon_mission	[&TSK&你放弃了一个任务。]
template_task_loot_give_12_title_10	[$giver$ 需要人手补充骨头的库存。]

//tribe / bone
// HASH_VALUE 43171E4285BC06A0
// INDEX 7378
template_task_loot_give_13_title_1	[为 $f.mda$ $f.member$ 收集骨头。]

// HASH_VALUE AA3CD18C14800DB6
// INDEX 7379
template_task_loot_give_13_title_2	[出发打猎，为 $f.mda$ $f.member$ 收集骨头。]

// HASH_VALUE 03FB5383BA4EC6E4
// INDEX 7380
template_task_loot_give_13_title_3	[为 $f.member$ 供应骨头。]

// HASH_VALUE 5CB93D4239ECB173
// INDEX 7381
template_task_loot_give_13_title_4	[一份给 $f.mda$ $f.member$ 的骨头特别订单。]

// HASH_VALUE 676F3D42C76E341C
// INDEX 7382
template_task_loot_give_13_title_5	[一份给 $f.mda$ $f.member$ 的骨头订单。]

// HASH_VALUE 43171E4285BC06A0
// INDEX 7383
template_task_loot_give_13_title_6	[为 $f.mda$ $f.member$ 收集骨头。]

// HASH_VALUE DCA85BDE011835C1
// INDEX 7384
template_task_loot_give_13_title_7	[$f.mda$ $f.member$ 需要骨头。]

// HASH_VALUE CA6287943F5995BF
// INDEX 7385
template_task_loot_give_13_title_8	[$f.mda$ $f.member$ 想要量身定制的首饰。]

// HASH_VALUE 7A2D7AD7B0D8463A
// INDEX 7386
template_task_loot_give_13_title_9	[$f.mda$ $f.member$ 需要一名猎手，补充骨头的库存。]

// HASH_VALUE 7AB6022A75277263
// INDEX 7387
template_task_loot_give_13_title_10	[$f.mda$ $f.member$ 想补充骨头的库存。]

//tribe / blood
// HASH_VALUE 44ADEFBE20B025E2
// INDEX 7388
template_task_loot_give_18_title_1	[为 $f.mda$ $f.member$ 收集血。]

// HASH_VALUE AA3CD18CCB33FC2A
// INDEX 7389
template_task_loot_give_18_title_2	[出发打猎，为 $f.mda$ $f.member$ 收集血。]

// HASH_VALUE 47C1F8075CE2D5D8
// INDEX 7390
template_task_loot_give_18_title_3	[为 $f.member$ 供应血。]

// HASH_VALUE 37D49132B2A48A69
// INDEX 7391
template_task_loot_give_18_title_4	[你确认选择成为 Zoraï 入门者吗？]

// HASH_VALUE 019389B61A322B56
// INDEX 7392
template_task_loot_give_18_title_5	[一份给 $f.mda$ $f.member$ 的血订单。]

// HASH_VALUE 44ADEFBE20B025E2
// INDEX 7393
template_task_loot_give_18_title_6	[为 $f.mda$ $f.member$ 收集血。]

// HASH_VALUE 9A9C7A2073900FBE
// INDEX 7394
template_task_loot_give_18_title_7	[$f.mda$ $f.member$ 需要血。]

// HASH_VALUE 74EC850A07543771
// INDEX 7395
template_task_loot_give_18_title_8	[$f.mda$ $f.member$ 在找血的供应商。]

// HASH_VALUE 7A2DF12B60C671AE
// INDEX 7396
template_task_loot_give_18_title_9	[$f.mda$ $f.member$ 需要一名猎手，补充血的库存。]

// HASH_VALUE EBECFD09D65391A5
// INDEX 7397
template_task_loot_give_18_title_10	[$f.mda$ $f.member$ 想补充血的库存。]

//ambassador / meat, welcomer / meat, scout / meat
// HASH_VALUE 60A03C0060A03C00
// INDEX 7398
template_task_loot_give_1_title_1	[收集肉。]

// HASH_VALUE C407097BDF5A658D
// INDEX 7399
template_task_loot_give_1_title_2	[出发打猎，收集肉。]

// HASH_VALUE 6222E1578546AB2E
// INDEX 7400
template_task_loot_give_1_title_3	[为 $giver$ 供应肉。]

// HASH_VALUE 5CA0A47060FC983C
// INDEX 7401
template_task_loot_give_1_title_4	[一份肉特别订单。]

// HASH_VALUE 18D841BD51F9611C
// INDEX 7402
template_task_loot_give_1_title_5	[一份肉订单。]

// HASH_VALUE 60A03C0060A03C00
// INDEX 7403
template_task_loot_give_1_title_6	[收集肉。]

// HASH_VALUE DA1655DC45C2811D
// INDEX 7404
template_task_loot_give_1_title_7	[$giver$ 需要肉。]

// HASH_VALUE F27C52F440A01A3C
// INDEX 7405
template_task_loot_give_1_title_8	[$giver$ 在找肉的供应商。]

// HASH_VALUE B9CBF2A3A235128B
// INDEX 7406
template_task_loot_give_1_title_9	[$giver$ 需要一名猎手，补充肉的库存。]

// HASH_VALUE 7E28ECAE406412AA
// INDEX 7407
template_task_loot_give_1_title_10	[$giver$ 想补充肉的库存。]

//Karavan / blood
// HASH_VALUE 449E5479C06D130F
// INDEX 7408
template_task_loot_give_20_title_1	[为 Karavan 采集血。]

// HASH_VALUE 97716FC66BB9F855
// INDEX 7409
template_task_loot_give_20_title_2	[出发打猎，为 Karavan 收集血。]

// HASH_VALUE 9C92C9C8C06D130F
// INDEX 7410
template_task_loot_give_20_title_3	[为 Karavan 供应血。]

// HASH_VALUE D48EA62C7910DDB5
// INDEX 7411
template_task_loot_give_20_title_4	[一份给 Karavan 的血特别订单。]

// HASH_VALUE 601039D55FEDBCFB
// INDEX 7412
template_task_loot_give_20_title_5	[一份给 Karavan 的血订单。]

// HASH_VALUE 44FF548FC06D130F
// INDEX 7413
template_task_loot_give_20_title_6	[为 Karavan 收集血。]

// HASH_VALUE 5049E13B0008E166
// INDEX 7414
template_task_loot_give_20_title_7	[Karavan 需要血。]

// HASH_VALUE 6878224240E8925E
// INDEX 7415
template_task_loot_give_20_title_8	[Karavan 在找血的供应商。]

// HASH_VALUE 306DA1D3214BCEE6
// INDEX 7416
template_task_loot_give_20_title_9	[Karavan 需要一名猎手，补充血的库存。]

// HASH_VALUE 584ABCFC40AC8ACC
// INDEX 7417
template_task_loot_give_20_title_10	[Karavan 想补充血的库存。]

//ambassador / fur, welcomer / fur, scout / fur
// HASH_VALUE 252F25EFCC9DC8AD
// INDEX 7418
template_task_loot_give_21_title_1	[收集毛皮。]

// HASH_VALUE F1981E79BFBC8912
// INDEX 7419
template_task_loot_give_21_title_2	[把苔藓和分泌物带回去给 $barman$。]

// HASH_VALUE 326E783A620F642A
// INDEX 7420
template_task_loot_give_21_title_3	[为 $giver$ 供应毛皮。]

// HASH_VALUE 5EC153B2F534ED41
// INDEX 7421
template_task_loot_give_21_title_4	[一份毛皮特别订单。]

// HASH_VALUE E93C86805EC153B2
// INDEX 7422
template_task_loot_give_21_title_5	[一份毛皮订单。]

// HASH_VALUE DA05934E6750642A
// INDEX 7423
template_task_loot_give_21_title_6	[帮 $giver$ 收集毛皮。]

// HASH_VALUE 65290D63A957EE50
// INDEX 7424
template_task_loot_give_21_title_7	[$giver$ 需要毛皮。]

// HASH_VALUE 8869937CA01F0BE5
// INDEX 7425
template_task_loot_give_21_title_8	[$giver$ 在找毛皮的供应商。]

// HASH_VALUE 0A959CFC6BDC767D
// INDEX 7426
template_task_loot_give_21_title_9	[$giver$ 需要人手在 $region$ 与 $target$ 作战。]

// HASH_VALUE 9BF1D859E7839026
// INDEX 7427
template_task_loot_give_21_title_10	[$giver$ 想补充毛皮的库存。]

//hunter / fur
// HASH_VALUE DA05934E6750642A
// INDEX 7428
template_task_loot_give_22_title_1	[帮 $giver$ 收集毛皮。]

// HASH_VALUE 36A2FA01DDECC080
// INDEX 7429
template_task_loot_give_22_title_2	[出发打猎，帮 $giver$ 收集毛皮。]

// HASH_VALUE 6FED0235F5CF6FB8
// INDEX 7430
template_task_loot_give_22_title_3	[帮 $giver$ 搭把手，收集毛皮。]

// HASH_VALUE 6577E3D25B847CD9
// INDEX 7431
template_task_loot_give_22_title_4	[帮 $giver$ 完成一份毛皮特别订单。]

// HASH_VALUE 3F1CF66160AC7431
// INDEX 7432
template_task_loot_give_22_title_5	[$giver$ 求人搭把手，收集毛皮。]

// HASH_VALUE DAA43B4E6750642A
// INDEX 7433
template_task_loot_give_22_title_6	[帮 $giver$ 采集毛皮。]

// HASH_VALUE CFC93BD5A2D130EA
// INDEX 7434
template_task_loot_give_22_title_7	[$giver$ 需要人手收集毛皮。]

// HASH_VALUE 616353C9590152DC
// INDEX 7435
template_task_loot_give_22_title_8	[$giver$ 需要有人搭把手，收集毛皮。]

// HASH_VALUE D62DF5C0A2D13072
// INDEX 7436
template_task_loot_give_22_title_9	[$giver$ 求人帮忙收集毛皮。]

// HASH_VALUE 403CF8288E76572E
// INDEX 7437
template_task_loot_give_22_title_10	[$giver$ 需要人手补充毛皮的库存。]

//tribe / fur
// HASH_VALUE 55AC344C591D47F5
// INDEX 7438
template_task_loot_give_23_title_1	[一份动物原材料特别订单。]

// HASH_VALUE AA3CD18C1480E08A
// INDEX 7439
template_task_loot_give_23_title_2	[出发打猎，为 $f.mda$ $f.member$ 收集毛皮。]

// HASH_VALUE 03FB5337EE4EC6E4
// INDEX 7440
template_task_loot_give_23_title_3	[为 $f.member$ 供应毛皮。]

// HASH_VALUE 5CB9101639ECB173
// INDEX 7441
template_task_loot_give_23_title_4	[一份给 $f.mda$ $f.member$ 的毛皮特别订单。]

// HASH_VALUE 992A56CF487483A4
// INDEX 7442
template_task_loot_give_23_title_5	[你的行会对 $faction.da$ $faction$ 的声望上升。]

// HASH_VALUE CF6B73C31134B72E
// INDEX 7443
template_task_loot_give_23_title_6	[再跟我说一遍，我能为 Jena 做什么？]

// HASH_VALUE DCA85BDE016289C1
// INDEX 7444
template_task_loot_give_23_title_7	[$f.mda$ $f.member$ 需要毛皮。]

// HASH_VALUE 03D406F318029D2F
// INDEX 7445
template_task_loot_give_23_title_8	[$f.mda$ $f.member$ 在找毛皮的供应商。]

// HASH_VALUE 7A2D7AD7B0D8190E
// INDEX 7446
template_task_loot_give_23_title_9	[$f.mda$ $f.member$ 需要一名猎手，补充毛皮的库存。]

// HASH_VALUE 7AB6022AA2747263
// INDEX 7447
template_task_loot_give_23_title_10	[$f.mda$ $f.member$ 想补充毛皮的库存。]

//hunter / plant
// HASH_VALUE 989EAC025A0714EF
// INDEX 7448
template_task_loot_give_27_title_1	[帮 $giver$ 收集智慧植物碎块。]

// HASH_VALUE C80B8392E965E1D5
// INDEX 7449
template_task_loot_give_27_title_2	[出发打猎，帮 $giver$ 收集智慧植物碎块。]

// HASH_VALUE 991338745BB2B46C
// INDEX 7450
template_task_loot_give_27_title_3	[帮 $giver$ 搭把手，收集智慧植物碎块。]

// HASH_VALUE 958303DC9ABB2446
// INDEX 7451
template_task_loot_give_27_title_4	[帮 $giver$ 完成一份给朋友的智慧植物碎块特别订单。]

// HASH_VALUE 5C5846EBD3799F64
// INDEX 7452
template_task_loot_give_27_title_5	[$giver$ 求人搭把手，收集智慧植物碎块。]

// HASH_VALUE 983DAC025A07BCEF
// INDEX 7453
template_task_loot_give_27_title_6	[帮 $giver$ 采集智慧植物碎块。]

// HASH_VALUE 2928BCA8C074E4E7
// INDEX 7454
template_task_loot_give_27_title_7	[$giver$ 需要人手收集智慧植物碎块。]

// HASH_VALUE 55FB4EB59360D3AF
// INDEX 7455
template_task_loot_give_27_title_8	[$giver$ 需要有人搭把手，收集智慧植物碎块。]

// HASH_VALUE 4B61C693A59F94E7
// INDEX 7456
template_task_loot_give_27_title_9	[$giver$ 求人帮忙收集智慧植物碎块。]

// HASH_VALUE BD97C45631E771B0
// INDEX 7457
template_task_loot_give_27_title_10	[$giver$ 需要人手补充智慧植物碎块的库存。]

//tribe / plant
// HASH_VALUE 1A8F14858C46F681
// INDEX 7458
template_task_loot_give_28_title_1	[为 $f.mda$ $f.member$ 收集智慧植物碎块。]

// HASH_VALUE AA01E80A41571B1F
// INDEX 7459
template_task_loot_give_28_title_2	[出发打猎，为 $f.mda$ $f.member$ 采集智慧植物碎块。]

// HASH_VALUE DC2F2D858DFCDBB8
// INDEX 7460
template_task_loot_give_28_title_3	[为 $f.member$ 供应智慧植物碎块。]

// HASH_VALUE FCF73A6405ABD938
// INDEX 7461
template_task_loot_give_28_title_4	[一份给 $f.mda$ $f.member$ 的智慧植物碎块特别订单。]

// HASH_VALUE FCD14B0D1061D938
// INDEX 7462
template_task_loot_give_28_title_5	[一份给 $f.mda$ $f.member$ 的智慧植物碎块订单。]

// HASH_VALUE 1A8F14858C46F681
// INDEX 7463
template_task_loot_give_28_title_6	[为 $f.mda$ $f.member$ 收集智慧植物碎块。]

// HASH_VALUE 8AEC53D80A2FCFC3
// INDEX 7464
template_task_loot_give_28_title_7	[$f.mda$ $f.member$ 需要建材原材料。]

// HASH_VALUE C725BF07F0189A44
// INDEX 7465
template_task_loot_give_28_title_8	[$f.mda$ $f.member$ 在找智慧植物碎块的供应商。]

// HASH_VALUE 8D43084730BFDDB1
// INDEX 7466
template_task_loot_give_28_title_9	[$f.mda$ $f.member$ 需要一名猎手，补充智慧植物碎块的库存。]

// HASH_VALUE 62BDFA9982CB19AF
// INDEX 7467
template_task_loot_give_28_title_10	[$f.mda$ $f.member$ 想补充智慧植物碎块的库存。]

//hunter / meat
// HASH_VALUE 0A8F6C328587AB42
// INDEX 7468
template_task_loot_give_2_title_1	[帮 $giver$ 收集肉。]

// HASH_VALUE D45030E0E6A8735D
// INDEX 7469
template_task_loot_give_2_title_2	[出发打猎，帮 $giver$ 收集肉。]

// HASH_VALUE BC8F52FD37FBE291
// INDEX 7470
template_task_loot_give_2_title_3	[帮 $giver$ 搭把手，收集肉。]

// HASH_VALUE 428ABF4641734213
// INDEX 7471
template_task_loot_give_2_title_4	[帮 $giver$ 完成一份肉特别订单。]

// HASH_VALUE 1EE702ECA2A70ED2
// INDEX 7472
template_task_loot_give_2_title_5	[$giver$ 求人搭把手，收集肉。]

// HASH_VALUE 0A2E6C1C8587AB42
// INDEX 7473
template_task_loot_give_2_title_6	[帮 $giver$ 采集肉。]

// HASH_VALUE 4014DEA640D430CA
// INDEX 7474
template_task_loot_give_2_title_7	[$giver$ 需要人手收集肉。]

// HASH_VALUE 12FC87B87C54F5AD
// INDEX 7475
template_task_loot_give_2_title_8	[$giver$ 需要有人搭把手，收集肉。]

// HASH_VALUE 8486F27C40D430CA
// INDEX 7476
template_task_loot_give_2_title_9	[$giver$ 求人帮忙收集肉。]

// HASH_VALUE 7432BA145A5169D6
// INDEX 7477
template_task_loot_give_2_title_10	[$giver$ 需要人手补充肉的库存。]

//double fame hunter / meat
// HASH_VALUE 9632191CD87AE842
// INDEX 7478
template_task_loot_give_31_title_1	[帮 $giver$ 为他的朋友 $f$ 收集肉。]

// HASH_VALUE D2C24E95CCF13FFF
// INDEX 7479
template_task_loot_give_31_title_2	[出发打猎，帮 $giver$ 为他的朋友 $f$ 收集肉。]

// HASH_VALUE 4C6E367E59462186
// INDEX 7480
template_task_loot_give_31_title_3	[帮 $giver$ 搭把手，为他的朋友 $f$ 收集肉。]

// HASH_VALUE A552BEDCBCDA6C8B
// INDEX 7481
template_task_loot_give_31_title_4	[帮 $giver$ 完成一份给朋友 $f$ 的肉特别订单。]

// HASH_VALUE 10C22FAE89862EBC
// INDEX 7482
template_task_loot_give_31_title_5	[$giver$ 求人搭把手，为他的朋友 $f$ 收集肉。]

// HASH_VALUE 9632191CD87AE82C
// INDEX 7483
template_task_loot_give_31_title_6	[帮 $giver$ 为他的朋友 $f$ 采集肉。]

// HASH_VALUE 128EF84E15BDEFC8
// INDEX 7484
template_task_loot_give_31_title_7	[$giver$ 需要人手为他的朋友 $f$ 收集肉。]

// HASH_VALUE E3373C4D7CC60F55
// INDEX 7485
template_task_loot_give_31_title_8	[$giver$ 需要有人搭把手，为他的朋友 $f$ 收集肉。]

// HASH_VALUE 34C7023915BDEFC8
// INDEX 7486
template_task_loot_give_31_title_9	[$giver$ 求人帮忙为他的朋友 $f$ 收集肉。]

// HASH_VALUE B1569112C593A666
// INDEX 7487
template_task_loot_give_31_title_10	[$giver$ 的朋友 $f$ 需要人手补充肉的库存。]

//double fame hunter / kitin
// HASH_VALUE 58866A9B16DD0CF9
// INDEX 7488
template_task_loot_give_32_title_1	[帮 $giver$ 为他的朋友 $f$ 收集 kitin 碎块。]

// HASH_VALUE B8B9CE0321B16F6A
// INDEX 7489
template_task_loot_give_32_title_2	[出发打猎，帮 $giver$ 为他的朋友 $f$ 收集 kitin 碎块。]

// HASH_VALUE 2627339E1B9A7205
// INDEX 7490
template_task_loot_give_32_title_3	[帮 $giver$ 搭把手，为他的朋友 $f$ 收集 kitin 碎块。]

// HASH_VALUE 6EFA9D4DE03BCB92
// INDEX 7491
template_task_loot_give_32_title_4	[帮 $giver$ 完成一份给朋友 $f$ 的 kitin 原材料特别订单。]

// HASH_VALUE 6A0D47CE87866263
// INDEX 7492
template_task_loot_give_32_title_5	[$giver$ 求人搭把手，为他的朋友 $f$ 收集 kitin 原材料。]

// HASH_VALUE 008E7E4B7711A7C7
// INDEX 7493
template_task_loot_give_32_title_6	[帮 $giver$ 采集 kitin 原材料，给他的朋友 $f$。]

// HASH_VALUE 5608AD020969CFC8
// INDEX 7494
template_task_loot_give_32_title_7	[$giver$ 需要人手为他的朋友 $f$ 收集 kitin 原材料。]

// HASH_VALUE C239F5B6C01ABCF0
// INDEX 7495
template_task_loot_give_32_title_8	[$giver$ 需要有人搭把手，为他的朋友 $f$ 收集 kitin 碎块。]

// HASH_VALUE 6A0D47CE87866263
// INDEX 7496
template_task_loot_give_32_title_9	[$giver$ 求人搭把手，为他的朋友 $f$ 收集 kitin 原材料。]

// HASH_VALUE 43EC627B46E5FE1F
// INDEX 7497
template_task_loot_give_32_title_10	[$giver$ 的朋友 $f$ 需要人手补充 kitin 碎块的库存。]

//double fame hunter / bone
// HASH_VALUE C6F24394B6C0B440
// INDEX 7498
template_task_loot_give_33_title_1	[帮 $giver$ 为他的朋友 $f$ 收集骨头。]

// HASH_VALUE A7C24E95E4435383
// INDEX 7499
template_task_loot_give_33_title_2	[出发打猎，帮 $giver$ 为他的朋友 $f$ 收集骨头。]

// HASH_VALUE 6DA3367E89064BFE
// INDEX 7500
template_task_loot_give_33_title_3	[帮 $giver$ 搭把手，为他的朋友 $f$ 收集骨头。]

// HASH_VALUE 14B3F86590854B24
// INDEX 7501
template_task_loot_give_33_title_4	[帮 $giver$ 完成一份给朋友 $f$ 的骨头特别订单。]

// HASH_VALUE 31F72FAE466621FA
// INDEX 7502
template_task_loot_give_33_title_5	[$giver$ 求人搭把手，为他的朋友 $f$ 收集骨头。]

// HASH_VALUE C6F24394B6C0B42A
// INDEX 7503
template_task_loot_give_33_title_6	[帮 $giver$ 为他的朋友 $f$ 采集骨头。]

// HASH_VALUE 427209A1D2CEBBC6
// INDEX 7504
template_task_loot_give_33_title_7	[$giver$ 需要人手为他的朋友 $f$ 收集骨头。]

// HASH_VALUE E3373C4DACAA20A8
// INDEX 7505
template_task_loot_give_33_title_8	[$giver$ 需要有人搭把手，为他的朋友 $f$ 收集骨头。]

// HASH_VALUE 263E0435B16CD34C
// INDEX 7506
template_task_loot_give_33_title_9	[$giver$ 需要有人研究 $region$ 的 kitin。]

// HASH_VALUE 4020963366F79E23
// INDEX 7507
template_task_loot_give_33_title_10	[$giver$ 的朋友 $f$ 需要人手补充骨头的库存。]

//double fame hunter / blood
// HASH_VALUE 9632191CD8E7E842
// INDEX 7508
template_task_loot_give_34_title_1	[帮 $giver$ 为他的朋友 $f$ 收集血。]

// HASH_VALUE 84C24E95CCF13FFF
// INDEX 7509
template_task_loot_give_34_title_2	[出发打猎，帮 $giver$ 为他的朋友 $f$ 收集血。]

// HASH_VALUE 4CDB367E59462186
// INDEX 7510
template_task_loot_give_34_title_3	[帮 $giver$ 搭把手，为他的朋友 $f$ 收集血。]

// HASH_VALUE A552BEDC6EDA6C8B
// INDEX 7511
template_task_loot_give_34_title_4	[帮 $giver$ 完成一份给朋友 $f$ 的血特别订单。]

// HASH_VALUE 102F2FAE89862EBC
// INDEX 7512
template_task_loot_give_34_title_5	[$giver$ 求人搭把手，为他的朋友 $f$ 收集血。]

// HASH_VALUE 9632191CD8E7E82C
// INDEX 7513
template_task_loot_give_34_title_6	[帮 $giver$ 为他的朋友 $f$ 采集血。]

// HASH_VALUE 128EF81515BDEFC8
// INDEX 7514
template_task_loot_give_34_title_7	[$giver$ 需要人手为他的朋友 $f$ 收集血。]

// HASH_VALUE E3373C4D7CC60F1C
// INDEX 7515
template_task_loot_give_34_title_8	[$giver$ 需要有人搭把手，为他的朋友 $f$ 收集血。]

// HASH_VALUE 6A109C7DC0FCA20A
// INDEX 7516
template_task_loot_give_34_title_9	[$giver$ 需要有人在 $region$ 杀死 $target$。]

// HASH_VALUE B1569112C500A666
// INDEX 7517
template_task_loot_give_34_title_10	[$giver$ 的朋友 $f$ 需要人手补充血的库存。]

//double fame hunter / fur
// HASH_VALUE C6F24394E30DB440
// INDEX 7518
template_task_loot_give_35_title_1	[帮 $giver$ 为他的朋友 $f$ 收集毛皮。]

// HASH_VALUE DBC24E95E4435337
// INDEX 7519
template_task_loot_give_35_title_2	[出发打猎，帮 $giver$ 为他的朋友 $f$ 收集毛皮。]

// HASH_VALUE 9AF0367E89064BFE
// INDEX 7520
template_task_loot_give_35_title_3	[帮 $giver$ 搭把手，为他的朋友 $f$ 收集毛皮。]

// HASH_VALUE 14B3F819C4854B24
// INDEX 7521
template_task_loot_give_35_title_4	[帮 $giver$ 完成一份给朋友 $f$ 的毛皮特别订单。]

// HASH_VALUE 5E442FAE466621FA
// INDEX 7522
template_task_loot_give_35_title_5	[$giver$ 求人搭把手，为他的朋友 $f$ 收集毛皮。]

// HASH_VALUE C6F24394E30DB42A
// INDEX 7523
template_task_loot_give_35_title_6	[帮 $giver$ 为他的朋友 $f$ 采集毛皮。]

// HASH_VALUE 4272DC75D2CEBBC6
